oclc,authorName,authorDates,ENDFullTitle,pubLocationStatement,pubDateTranscribed,format,formatStatement,generalNotes,paratextTitleControlled,paratext,epigraphBoolean,narrativeFormPrimary,narrativeFormAdditional,nonProseForms,inscriptionBoolean,marginaliaBoolean,translationClaimControlled,titleOtherWorks,titleNouns,titleAdjectives,titlePlaces,titleNames,titleVerbs,titleObjects,titleAdverbs,catalogedBy,Column,Column 29,Column 30,Column 31
341486,"Griffith,",1720?-1793.,"The history of Lady Barton, a novel, in letters. By Mrs. Griffith. In three volumes. Vol I.",London,1771,Duodecimo,In three volumes.,,"Preface, Errata, Footnote","Works of this kind are in general of so captivating a nature to young readers, that let them run through but a few pages of almost any novel, and they will feel their affections or curiosity so interested, either in the characters or events, that it is with difficulty they can be diverted to any other study or amusement, till they have got to the end of the story. From the experience then of this species of attraction, such sort of writings may be rendered, good and ingenious authors, extremely servicable to morals, and other useful purposes of life [...]. Imitation is natural to the human mind. [...] In the selection of proper pieces to assist toward so pleasing a method of instruction [e.g. novel reading], no incosiderable part of the attention ought to be paid to the stile and language of the writers; for it is certain that those who can best express their sentiments, are those who conceive them best. [...] All authors, therefore, of mean or illiberal education, or stationed below the familiar converse of polite life, should be wholly excluded from the sort of library I am here recommending."", Re: fictionality and realism: ""The characters which present themselves in this work, are, as I have already hinted, mostly drawn from real life, they are therefore natural, and proper objects, either for imitation or avoidance,  [...] But when writers exceed the bounds of probability, and describe an angel, or a devil, in human form, our reason is shocked, and revolts at the idea of a character so much above, or below, our nature; the semblence of truth vanishes, the reader's attention becomes relaxed, and both the events and the moral, if there should be any, 'fade like the baseless fabrics of a vision,/Nor leave a wreck behind!' With such productions our circulating libraries, those slop shops in literature, abound, and with them must they still be filled, till our legislature shall think proper to enable the bookseller to pay for petter works..."", Signed ""much obliged, most grateful, and obedient servant, E.G."", Running title to this section is ""Preface."", Explicate allusions made to other works in text",1,Epistolary,,Verse,1,0,,,"History, Lady, Novel, Letter, Mrs., Volume",Three,,"Lady Barton, Mrs. Griffith",,,,AFD 05/25/2011 Swarthmore College,,,,
341489,"Stedman, John.",d. 1791.,"Lælius and Hortensia; or, thoughts on the nature and objects of taste and genius, in a series of letters to two friends.",Edinburgh :,1782,Octavo,,"Signatures: [a]  b  A-3X ., Errata slip has been pasted on leaf b4 (blank).","Table of contents., Errata",Includes brief description of the subjects of each letter.,0,Epistolary,,,1,0,,,"Thought, Nature, Object, Taste, Genius, Series, Letter, Friend",Two,,"Lælius, Laelius, Hortensia",,,,MJR 6/24/11,,,,
341490,Young lady.,,"Laura and Augustus, an authentic story; in a series of letters, by a young lady. In three volumes. Vol. I.",Dublin :,1784,Duodecimo,,"An epistolary novel., Sometimes attributed to Eliza Nugent Bromley.  Cf. NCBEL, II, col. 1007; NUC pre-56, 77, p. 503., Issued in 1 volume.",Dedication,"Begins, ""The author of the following sheets, unhackneyed in the arts of dedication...",1,Epistolary,,Poems,0,0,,,"Story, Series, Letter, Lady, Volume","Authentic, Young, Three",,"Laura, Augustus",,Letter,,MJR 6/29/11,,,,
341505,,,"A lesson for lovers. Or the history of Colonel Melville, and Lady Charlotte Richley. Volume I.",London :,1783,Octavo,,,"Preface, Errata, Errata","It is humbly presumed this species of writing, whilst it renders vicious characters the objects of detestation, and whilst it warms the susceptible heart to feel for distressed worth, will not be judged useless, nor wholly destitute of instruction."", Ends with excerpt from Alexander Pope's ""Essay on Criticism",0,Epistolary,,Poems,1,0,,,"Lesson, Lover, History, Colonel, Lady, Volume",,,"Colonel Melville, Lady Charlotte Richley",,,,AFD 06/27/2011,,,,
341506,"Combe, William,",1742-1823.,"Letters between two lovers, and their friends. By the author of Letters supposed to have been written by Yorick and Eliza. In three volumes. Vol. I.",London :,1781,Octavo,In three volumes.,"An epistolary novel., The ""author of Letters supposed to have been written by Yorick and Eliza"" is generally believed to be Laurence Sterne, but this work has been attributed to William Combe. Cf. Hamilton, H. W. Combe, p. 312; NCBEL, II, col. 648; Block, A. Engl. novel, p. 44., In the advertisements at the back of volume three, a quotation from the Critical Review on the novel Letters supposed to have been written by Yorick and Eliza says that it is an imitation of Laurence Sterne's Letters between Yorick and Eliza., The top of the title page of each volume has been torn off.",Dedication,"Characterizes this work as ""written for the purpose of affording...an innocent and instructive amusement...",1,Epistolary,,,1,1,,,"Letter, Lover, Friend, Author, Volume","Two, Their, Supposed, Written, Three",,"Yorick, Eliza","Suppose, Write",,,MJR 6/22/11,,,,
341507,"Vigor, William.",1699?-1783.,"Letters from a lady, who resided some years in Russia, to her friend in England. With historical notes.",London,1775,Octavo,,Published anonymously. By Mrs. Vigor. Cf. Halkett & Lang (2nd ed.),"Errata, Table of contents, Historical note","Contains contents of letters., Fold-out page which contains a family tree",0,Epistolary,,,1,0,,,"Letter, Lady, Year, Friend, Note","Some, Historical","Russia, England",,Reside,Letter,,AFD 06/09/2011 Swarthmore College,,,,
341508,Clara.,,"Letters from Clara: or, the effusions of the heart. Vol. I.",London :,1771,Octavo,,"Book-plate on front pastedown of both volumes with the name inscribed on the front free end-paper of the first volume, Lewis C. Kinchela",Preface,"First sentence: I shall say very little in praise of the letters I here offer to the world under the title of ""Letters from Clara or The effusions of the heart;"" being well convinced their readers will do, as I should in such a cafe--that is, judge for themselves.",0,Epistolary,,,1,1,,,"Letter, Effusion, Heart, Vol.",,,Clara,,Letter,,MJR 6/2/11 Swarthmore College,,,,
341517,"Riccoboni, Marie Jeanne de Heurles Laboras de Mezières,",1713-1792.,Letters from Elizabeth Sophia de Valiere to her friend Louisa Hortensia de Canteleu. By Madam Riccoboni. Translated from the French by Mr. Maceuen. In two volumes. Volume I.,Dublin :,1772,Duodecimo,In two volumes.,"Translation of: Lettres d'Elisabeth Sophia de Vallière à Louise Hortence de Canteleu son amie., Contains footnotes., Stamp on title page of both volumes that reads ""Peter Aungier Belcamp Hall""., In librarian's note on verso of back free endpaper, the date of this novel is recorded as 1776.",Footnotes,Footnotes noted with astericks throughout,0,Epistolary,First-person,,1,0,Translation,,"Letter, Friend, Madam, French, Mr., Volume, Mr. Maceuen",Two,,"Elizabeth Sophia de Valiere, Louisa Hortensia de Canteleu, Madam Riccoboni",Translate,,,MJR 6/6/11 Swarthmore College,,,,
341519,"Collyer, Mary,",d. 1763.,"Letters from Felicia to Charlotte; containing a series of the most interesting events, interspersed with moral reflections; chiefly tending to prove that the seeds of virtue are implanted in the mind of every reasonable being. The fourth edition. Corrected and improved. In two volumes. Vol. I.",London :,1773,Duodecimo,In two volumes.,"Published anonymously.  By Mary Collyer.  Cf. Halkett & Laing (2nd ed.), Bookplate on front pastedown in both volumes that reads ""Dacre.",,,0,Epistolary,,Poems,1,0,,,"Letter, Series, Event, Reflection, Seed, Virtue, Mind, Being, Edition, Volume","Interesting, Moral, Every, Reasonable, Fourth, Two",,"Felicia, Charlotte","Contain, Intersperse, Tend, Prove, Implant, Correct, Improve","Letter, Seed","Most, Chiefly",MJR 6/8/11 Swarthmore College,,,,
341520,Henrietta.,,"Letters from Henrietta to Morvina. Interspersed with anecdotes, historical and amusing, of the different courts and countries through which she passed. Founded on facts. In two volumes. Vol. I.",London :,1777,Duodecimo,In two volumes.,An epistolary novel.,Preface,"Claims that these letters were ""found",0,Epistolary,,,0,0,,,"Letter, Anecdote, Court, Country, Fact, Volume","Historical, Amusing, Different",,"Henrietta, Morvina","Intersperse, Pass, Found",,,AFD 06/16/2011,,,,
341521,"Lysander,",d. 395 B.C.,"Letters from Lysander: or, amusement for the good-humoured.",London:,1773,Quarto,,"Price noted as such on title page: ""[Price one shilling and six-pence.]","To the reader, Errata","Full transcription: ""The author of the following letters thinks it necessary to inform his reader, that they are only a part of a much greater number which were written and intended to have been published, but which, through accident, were entirely destroyed. The want of order and accuracy, therefore, which this circumstance must have consequently occasioned, will, he humbly presumes, be readily forgiven. In short, he flatters himself, their many defects will be found to merit a general pardon when his motives are dispassionately considered. To promote virtue, and to expose vice and folly, are the sole purposes at which he has aimed; and candour will surely acknowledge the rectitude of his heart, however circumscribed may be the abilities of his head. The lady and gentleman to whom these letters are addressed, under the signatures of Constantia and Leontes, the reader may suppose relations and friends in one of the most pleasing and romantic situations in England.",1,Epistolary,,,0,0,,,Amusement,Good-humoured,,Lysander,,Letter,,AFD 06/07/2011 Swarthmore College,,,,
341522,"Sterne, Laurence,",1713-1768.,Letters from Yorick to Eliza. A new edition.,London :,1775,Octavo,,"Letters written by ... Mr. Sterne."" -- Dedication.  ""Eliza, the lady to whom these letters are addressed, is Mrs. Elizabeth Draper, wife of Daniel Draper, Esq."" -- Pref., Letters from Yorick to Eliza are engraved on front hard cover.","Dedication, Preface","Signed ""The editor."", First sentence reads: My lord, the editor of the following letters is so far from having tasted your Lordship's bounty, that he is, and perhaps ever must remain, a stranger to your person, consequently no adulation is to be apprehended from him---, Argues for authenticity of the letters and describes extensively the characters of Mr. Sterne and Eliza., First sentence reads: The foul and infamous traffic, between dishonest booksellers, and profligate scribblers, which has sublifted for more than a century, has justly brought posthumous publications under suspicion, in England, France, and more especially Holland: ministers of state in every European court, great generals, royal mistresses, authors of established reputation, in a word, all such as have had the misfortune to advance themselves to eminence...",0,Epistolary,,,0,0,,,"Letter, Edition",New,,"Eliza, Yorick",,Letter,,AFD 06/09/2011 Swarthmore College,,,,
